image,name,author,format,book_depository_stars,price,currency,old_price,isbn,category,img_paths
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/6246/9781624650307.jpg,Framed Perspective Vol. 1,Marcos Mateu-Mestre,Paperback,4.5,29.09,$,41.0,9781624650307,Reference,dataset/Reference/0000250.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/3948/9780394854434.jpg,Berenstain Bears In The Dark,Jan Berenstain,Paperback,4.0,4.59,$,5.0,9780394854434,Reference,dataset/Reference/0000251.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/5985/9781598571967.jpg,Augmentative & Alternative Communication,David R. Beukelman,Hardback,4.0,69.63,$,82.5,9781598571967,Reference,dataset/Reference/0000252.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/6103/9781610392501.jpg,The Culture Map,Erin Meyer,Hardback,4.5,19.95,$,20.99,9781610392501,Reference,dataset/Reference/0000253.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/4052/9781405294447.jpg,The Rupert Annual 2020,Stuart Trotter,Hardback,0.0,11.32,$,12.9,9781405294447,Reference,dataset/Reference/0000254.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/4093/9781409364214.jpg,The Dog Encyclopedia,DK,Hardback,4.5,59.99,$,,9781409364214,Reference,dataset/Reference/0000255.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/8160/9780816061969.jpg,The Encyclopedia of Serial Killers,Michael Newton,Paperback,4.0,20.71,$,,9780816061969,Reference,dataset/Reference/0000256.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/0919/9780091951702.jpg,The Science Of Discworld,Terry Pratchett,Paperback,4.0,10.82,$,12.9,9780091951702,Reference,dataset/Reference/0000257.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/4522/9780452298200.jpg,The De-Textbook,Cracked Com,Hardback,4.0,22.02,$,22.5,9780452298200,Reference,dataset/Reference/0000258.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/7870/9781787017665.jpg,Lonely Planet's Best in Travel 2019,Lonely Planet,Paperback,4.0,12.09,$,12.9,9781787017665,Reference,dataset/Reference/0000259.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/5002/9780500239285.jpg,The Curator's Handbook,Adrian George,Hardback,4.0,16.23,$,24.0,9780500239285,Reference,dataset/Reference/0000260.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/1430/9780143036586.jpg,The End of Poverty,Sachs D Jeffrey,Paperback,3.5,15.89,$,18.0,9780143036586,Reference,dataset/Reference/0000261.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/2412/9780241201305.jpg,History,DK,Hardback,4.5,51.01,$,,9780241201305,Reference,dataset/Reference/0000262.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/5842/9781584230700.jpg,The Medium is the Massage,Marshall McLuhan,Paperback,4.0,11.1,$,15.5,9781584230700,Reference,dataset/Reference/0000263.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/5971/9781597141956.jpg,The Laws Guide to Drawing Birds,John Muir Laws,Paperback,4.5,22.15,$,24.0,9781597141956,Reference,dataset/Reference/0000264.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/5063/9781506386768.jpg,Research Design,John W. Creswell,Paperback,3.5,57.53,$,64.3,9781506386768,Reference,dataset/Reference/0000265.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/8070/9780807059098.jpg,An Autobiography,Mahatma Gandhi,Paperback,4.0,16.35,$,16.95,9780807059098,Reference,dataset/Reference/0000266.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/7839/9781783963034.jpg,Worth Dying for,Tim Marshall,Paperback,3.5,11.32,$,12.9,9781783963034,Reference,dataset/Reference/0000267.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/8466/9781846688393.jpg,From Dictatorship to Democracy,Gene Sharp,Paperback,4.0,7.29,$,10.3,9781846688393,Reference,dataset/Reference/0000268.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/0622/9780062202697.jpg,The Cartoon Guide to Algebra,Larry Gonick,Paperback,4.0,14.72,$,18.0,9780062202697,Reference,dataset/Reference/0000269.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/2412/9780241254738.jpg,The Undoing Project,Michael Lewis,Hardback,4.0,29.2,$,30.9,9780241254738,Reference,dataset/Reference/0000270.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/4053/9781405333078.jpg,How to Photograph Absolutely Everything,Tom Ang,Paperback,4.0,25.21,$,,9781405333078,Reference,dataset/Reference/0000271.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/5713/9780571339105.jpg,"1,423 QI Facts to Bowl You Over",John Lloyd,Hardback,4.5,6.18,$,12.4,9780571339105,Reference,dataset/Reference/0000272.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/1414/9780141469041.jpg,The Paris Mapguide,Michael Middleditch,Paperback,4.5,7.02,$,8.8,9780141469041,Reference,dataset/Reference/0000273.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/6848/9780684838779.jpg,Zen Guitar,Philip Toshio Sudo,Paperback,4.0,12.63,$,15.52,9780684838779,Reference,dataset/Reference/0000274.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/8748/9780874875843.jpg,Nurtured by Love,Waltraud Suzuki,Paperback,4.0,12.08,$,14.0,9780874875843,Reference,dataset/Reference/0000275.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/9932/9780993298615.jpg,Jim Murray's Whisky Bible 2017,Jim Murray,Paperback,4.0,14.33,$,16.0,9780993298615,Reference,dataset/Reference/0000276.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/5685/9781568586137.jpg,Empire of Illusion,Chris Hedges,Paperback,4.0,11.24,$,11.99,9781568586137,Reference,dataset/Reference/0000277.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/4736/9781473690363.jpg,Cunk on Everything,Philomena Cunk,Hardback,4.0,12.2,$,16.0,9781473690363,Reference,dataset/Reference/0000278.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/3991/9780399173288.jpg,How to Travel the World on $50 a Day - Third Edition,Matt Kepnes,Paperback,4.0,10.53,$,18.0,9780399173288,Reference,dataset/Reference/0000279.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/4405/9781440567674.jpg,Philosophy 101,Paul Kleinman,Hardback,3.5,11.27,$,13.9,9781440567674,Reference,dataset/Reference/0000280.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/8048/9780804832953.jpg,The Japanese Mind,Roger J. Davies,Paperback,3.5,14.82,$,18.0,9780804832953,Reference,dataset/Reference/0000281.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/2412/9780241226148.jpg,History of the World Map by Map,DK,Hardback,4.5,60.25,$,,9780241226148,Reference,dataset/Reference/0000282.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/4262/9781426213540.jpg,"National Geographic Atlas of the World, Tenth Edition",National Geographic,Hardback,4.5,106.46,$,193.8,9781426213540,Reference,dataset/Reference/0000283.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/7824/9781782434900.jpg,Love,Paulo Coelho,Hardback,3.5,11.87,$,12.4,9781782434900,Reference,dataset/Reference/0000284.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/0995/9780099512684.jpg,Flat Earth News,Nick Davies,Paperback,4.0,10.92,$,12.4,9780099512684,Reference,dataset/Reference/0000285.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/8928/9780892819782.jpg,The Encyclopedia of Psychoactive Plants,Christian Rätsch,Hardback,4.5,123.16,$,132.1,9780892819782,Reference,dataset/Reference/0000286.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/1419/9780141983929.jpg,The Anatomy of Peace,The Arbinger Institute,Paperback,4.5,9.95,$,12.9,9780141983929,Reference,dataset/Reference/0000287.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/4706/9780470620748.jpg,Flawless Consulting,Peter Block,Hardback,4.0,43.18,$,59.0,9780470620748,Reference,dataset/Reference/0000288.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/7352/9780735200197.jpg,Breakthrough Rapid Reading,Peter Kump,Paperback,3.5,19.53,$,20.1,9780735200197,Reference,dataset/Reference/0000289.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/4052/9781405208116.jpg,Red Rackham's Treasure,Herge,Hardback,4.5,11.25,$,13.9,9781405208116,Reference,dataset/Reference/0000290.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/9052/9781905211371.jpg,Bad Samaritans,Ha-Joon Chang,Paperback,4.0,10.63,$,12.9,9781905211371,Reference,dataset/Reference/0000291.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/4516/9780451627216.jpg,Provost Gary : 100 Ways to Improve Your Writing,Gary Provost,Paperback,4.0,6.15,$,7.0,9780451627216,Reference,dataset/Reference/0000292.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/1996/9780199661350.jpg,Fowler's Dictionary of Modern English Usage,Jeremy Butterfield,Hardback,4.0,28.74,$,31.4,9780199661350,Reference,dataset/Reference/0000293.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/1953/9780195367133.jpg,The Oxford Companion to Beer,Tom Colicchio,Hardback,4.5,34.91,$,48.5,9780195367133,Reference,dataset/Reference/0000294.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/7812/9781781258316.jpg,The Economist Style Guide,Ann Wroe,Paperback,4.0,9.72,$,12.9,9781781258316,Reference,dataset/Reference/0000295.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/3304/9780330442374.jpg,Mushrooms,Roger Phillips,Paperback,4.5,20.67,$,24.0,9780330442374,Reference,dataset/Reference/0000296.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/8431/9781843176558.jpg,I Used to Know That,Caroline Taggart,Paperback,3.5,5.07,$,8.8,9781843176558,Reference,dataset/Reference/0000297.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/4063/9781406370843.jpg,A World of Information,Richard Platt,Hardback,4.5,18.57,$,,9781406370843,Reference,dataset/Reference/0000298.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/7390/9780739090442.jpg,Nurtured by Love,Shin'ichi Suzuki,Paperback,4.0,11.13,$,16.95,9780739090442,Reference,dataset/Reference/0000299.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/5706/9781570618406.jpg,"The Encyclopedia Of Country Living, 40th Anniversary Edition",Carla Emery,Paperback,4.5,22.93,$,30.9,9781570618406,Reference,dataset/Reference/0000300.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/7873/9781787301627.jpg,Murakami 2020 Diary,Haruki Murakami,Hardback,5.0,14.49,$,15.0,9781787301627,Reference,dataset/Reference/0000301.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/9264/9781926428697.jpg,The Bush,Don Watson,Paperback,4.0,21.37,$,22.0,9781926428697,Reference,dataset/Reference/0000302.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/8618/9781861871084.jpg,The Precious Present,Spencer Johnson,Hardback,4.0,6.36,$,,9781861871084,Reference,dataset/Reference/0000303.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/8560/9781856048101.jpg,Introduction to Information Science,David Bawden,Paperback,3.5,69.33,$,97.98,9781856048101,Reference,dataset/Reference/0000304.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/7865/9781786571953.jpg,Lonely Planet New Zealand's South Island Road Trips,Lonely Planet,Paperback,3.0,8.35,$,10.3,9781786571953,Reference,dataset/Reference/0000305.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/8129/9780812979329.jpg,Behind the Beautiful Forevers,Katherine Boo,Paperback,4.0,14.32,$,18.0,9780812979329,Reference,dataset/Reference/0000306.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/4862/9780486247618.jpg,"Codes, Ciphers and Secret Writing",Martin Gardner,Paperback,4.0,5.63,$,6.2,9780486247618,Reference,dataset/Reference/0000307.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/9193/9780919345539.jpg,The Master Book of Herbalism,Paul Beyerl,Paperback,4.5,20.24,$,21.6,9780919345539,Reference,dataset/Reference/0000308.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/4051/9781405192538.jpg,Architects' Data,Ernst Neufert,Paperback,4.5,95.81,$,,9781405192538,Reference,dataset/Reference/0000309.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/4650/9780465094622.jpg,The Model Thinker,Scott E. Page,Hardback,4.0,21.85,$,32.4,9780465094622,Reference,dataset/Reference/0000310.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/7645/9780764554315.jpg,Latin For Dummies,Clfford A. Hull,Paperback,3.5,14.27,$,18.2,9780764554315,Reference,dataset/Reference/0000311.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/1411/9780141187457.jpg,Hell's Angels,Hunter S. Thompson,Paperback,4.0,9.16,$,11.4,9780141187457,Reference,dataset/Reference/0000312.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/4000/9781400064281.jpg,Made to Stick,Chip Heath,Hardback,4.0,22.96,$,25.95,9781400064281,Reference,dataset/Reference/0000313.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/6035/9781603585804.jpg,Systems Thinking for Social Change,David Peter Stroh,Paperback,4.0,20.14,$,23.0,9781603585804,Reference,dataset/Reference/0000314.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/3352/9780335235827.jpg,Doing Your Research Project,Judith Bell,Paperback,3.5,40.13,$,,9780335235827,Reference,dataset/Reference/0000315.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/7624/9780762449835.jpg,The Quotable Winston Churchill,Sir Winston S. Churchill,Hardback,4.5,5.36,$,,9780762449835,Reference,dataset/Reference/0000316.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/9356/9780935607093.jpg,Discovering Great Artists,MaryAnn F. Kohl,Paperback,4.0,17.65,$,,9780935607093,Reference,dataset/Reference/0000317.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9789/5629/9789562915717.jpg,Guerrilla Warfare,Ernesto Che Guevara,Paperback,3.5,7.75,$,9.99,9789562915717,Reference,dataset/Reference/0000318.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/7522/9780752266671.jpg,Match Annual 2020,Match,Hardback,0.0,9.93,$,13.9,9780752266671,Reference,dataset/Reference/0000319.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/6812/9781681271491.jpg,Ketogenic Diet for Beginners,Brittany Samons,Paperback,2.0,4.69,$,5.45,9781681271491,Reference,dataset/Reference/0000320.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/8118/9780811849555.jpg,Art of Pixar Animation Studios Postcards,Disney - Pixar,Postcard book or pack,4.5,18.93,$,19.1,9780811849555,Reference,dataset/Reference/0000321.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/5689/9781568986265.jpg,Hand Job,Michael Perry,Paperback,4.0,23.64,$,27.9,9781568986265,Reference,dataset/Reference/0000322.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/7091/9780709196167.jpg,Jewelry Concepts and Technology,Oppi Untracht,Hardback,4.5,83.26,$,84.5,9780709196167,Reference,dataset/Reference/0000323.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/5722/9781572228283.jpg,Italian Vocabulary,Joseph Levi,Fold-out book or chart,4.5,6.39,$,7.5,9781572228283,Reference,dataset/Reference/0000324.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/6717/9780671743499.jpg,30 Days to a More Powerful Vocabulary,Norman Lewis,Paperback,4.0,7.78,$,9.3,9780671743499,Reference,dataset/Reference/0000325.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/1410/9780141047157.jpg,The Penguin Dictionary of Literary Terms and Literary Theory,J. A. Cuddon,Paperback,4.0,16.54,$,18.0,9780141047157,Reference,dataset/Reference/0000326.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/2412/9780241232613.jpg,DC Comics Encyclopedia All-New Edition,DK,Hardback,4.5,64.29,$,,9780241232613,Reference,dataset/Reference/0000327.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/8578/9781857886740.jpg,50 Psychology Classics,Tom Butler-Bowdon,Paperback,4.0,11.68,$,16.0,9781857886740,Reference,dataset/Reference/0000328.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/6911/9780691175010.jpg,Oceanic Birds of the World,Howell Steve N. G.,Paperback,5.0,32.19,$,,9780691175010,Reference,dataset/Reference/0000329.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/7865/9781786579089.jpg,Lonely Planet Australia Planning Map,Lonely Planet,Sheet map,4.0,4.99,$,6.2,9781786579089,Reference,dataset/Reference/0000330.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/3162/9780316244183.jpg,The Vegetarian Flavor Bible,Karen Page,Hardback,4.5,30.46,$,39.6,9780316244183,Reference,dataset/Reference/0000331.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/6797/9780679753353.jpg,Order Of Things - Archaeology Of The Human Sciences,Michel Foucault,Paperback,4.0,14.78,$,17.0,9780679753353,Reference,dataset/Reference/0000332.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/3072/9780307275172.jpg,The Drunkard's Walk,Leonard Mlodinow,Paperback,4.0,14.57,$,17.0,9780307275172,Reference,dataset/Reference/0000333.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/3073/9780307388377.jpg,The Corpse Walker,Yiwu Liao,Paperback,4.0,11.85,$,17.0,9780307388377,Reference,dataset/Reference/0000334.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/9235/9780923521516.jpg,Child of Mine,Ellyn Satter,Paperback,4.0,15.25,$,,9780923521516,Reference,dataset/Reference/0000335.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/0071/9780007183074.jpg,Mushrooms,Patrick Harding,Paperback,4.0,5.78,$,7.8,9780007183074,Reference,dataset/Reference/0000336.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/8570/9780857085382.jpg,The Art of Conversation,Judy Apps,Hardback,3.5,10.28,$,12.5,9780857085382,Reference,dataset/Reference/0000337.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/8483/9781848319585.jpg,Body Language,Glenn Wilson,Paperback,3.0,4.75,$,10.3,9781848319585,Reference,dataset/Reference/0000338.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/7499/9780749909710.jpg,The Encyclopaedia Of Healing Foods,Dr Michael Murray,Paperback,4.5,24.47,$,30.9,9780749909710,Reference,dataset/Reference/0000339.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/8478/9781847806482.jpg,City Atlas,Martin Haake,Hardback,4.0,21.1,$,26.3,9781847806482,Reference,dataset/Reference/0000340.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/1405/9780140513233.jpg,The Penguin Dictionary of Architecture and Landscape Architecture,John Fleming,Paperback,4.0,15.56,$,18.0,9780140513233,Reference,dataset/Reference/0000341.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/1405/9780140512359.jpg,The Penguin Dictionary of Classical Mythology,A. R. Maxwell-Hyslop,Paperback,4.0,13.5,$,16.0,9780140512359,Reference,dataset/Reference/0000342.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/4472/9781447249962.jpg,Wild Food,Roger Phillips,Hardback,4.5,20.1,$,24.0,9781447249962,Reference,dataset/Reference/0000343.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/5722/9781572226982.jpg,Russian Grammar,Mark Kiken,Fold-out book or chart,4.5,6.39,$,7.5,9781572226982,Reference,dataset/Reference/0000344.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/8596/9781859606223.jpg,"Land Rover Series I, II & III Restoration Manual",Lindsay Porter,Hardback,4.0,22.94,$,28.8,9781859606223,Reference,dataset/Reference/0000345.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/7160/9780716022190.jpg,Bridge for Complete Beginners,Paul Mendelson,Paperback,4.0,6.62,$,10.3,9780716022190,Reference,dataset/Reference/0000346.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/8825/9781882591060.jpg,Embracing Our Selves,Hal Stone,Paperback,4.0,12.81,$,12.99,9781882591060,Reference,dataset/Reference/0000347.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/1996/9780199652709.jpg,Oxford Guide to Effective Writing and Speaking,John Seely,Paperback,4.0,14.5,$,18.0,9780199652709,Reference,dataset/Reference/0000348.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/7833/9781783337309.jpg,The Harry Potter Quiz Book,Jack Goldstein,Paperback,3.5,10.32,$,,9781783337309,Reference,dataset/Reference/0000349.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/7181/9780718181147.jpg,Vargic's Miscellany of Curious Maps,Martin Vargic,Hardback,4.0,33.08,$,,9780718181147,Reference,dataset/Reference/0000350.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/8927/9781892784353.jpg,Botany in a Day,Thomas J Elpel,Paperback,4.5,21.36,$,29.9,9781892784353,Reference,dataset/Reference/0000351.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/4462/9781446240939.jpg,Introduction to Social Research,Keith F. Punch,Paperback,3.5,38.98,$,40.0,9781446240939,Reference,dataset/Reference/0000352.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/8230/9780823004324.jpg,The Artist's Complete Guide To Facial Expression,Gary Faigin,Paperback,4.0,18.11,$,26.5,9780823004324,Reference,dataset/Reference/0000353.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/2413/9780241364994.jpg,Wine Folly: Magnum Edition,Madeline Puckette,Hardback,4.5,27.15,$,31.4,9780241364994,Reference,dataset/Reference/0000354.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/8657/9780865717220.jpg,The Mediator's Handbook,Jennifer E. Beer,Paperback,4.0,23.26,$,,9780865717220,Reference,dataset/Reference/0000355.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/8486/9781848684362.jpg,Spitfire Manual 1940,Dilip Sarkar,Paperback,4.0,11.08,$,12.4,9781848684362,Reference,dataset/Reference/0000356.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/1410/9780141013824.jpg,The War of the World,Niall Ferguson,Paperback,4.0,18.29,$,21.1,9780141013824,Reference,dataset/Reference/0000357.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/6006/9780600634171.jpg,Institut Paul Bocuse Gastronomique,Institut Paul Bocuse,Hardback,4.5,90.78,$,,9780600634171,Reference,dataset/Reference/0000358.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/4722/9781472242471.jpg,101 Whiskies to Try Before You Die (Revised & Updated),Ian Buxton,Hardback,4.0,16.06,$,17.0,9781472242471,Reference,dataset/Reference/0000359.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/7112/9780711239487.jpg,Royal Horticultural Society Desk Diary 2019,Royal Horticultural Society,Hardback,5.0,22.92,$,,9780711239487,Reference,dataset/Reference/0000360.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/1995/9780199537389.jpg,Roman Lives,Plutarch,Paperback,4.0,10.15,$,12.4,9780199537389,Reference,dataset/Reference/0000361.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/9017/9781901784664.jpg,Private Eye Annual 2018,Ian Hislop,Hardback,4.5,12.08,$,12.9,9781901784664,Reference,dataset/Reference/0000362.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/5689/9781568984308.jpg,You Are Here,Katharine Harmon,Paperback,4.0,17.95,$,18.69,9781568984308,Reference,dataset/Reference/0000363.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/8754/9780875421261.jpg,"Encyclopaedia of Crystal, Gem and Metal Magic",Scott Cunningham,Paperback,4.0,16.31,$,19.1,9780875421261,Reference,dataset/Reference/0000364.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/4722/9781472261113.jpg,The Football Yearbook 2019-2020 in association with The Sun - Special 50th Anniversary Edition,Headline,Paperback,4.5,22.78,$,30.9,9781472261113,Reference,dataset/Reference/0000365.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/9292/9781929242351.jpg,Canine Body Language,Brenda Aloff,Paperback,4.5,27.35,$,37.0,9781929242351,Reference,dataset/Reference/0000366.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/5002/9780500271254.jpg,An Illustrated Encyclopaedia of Traditional Symbols,J. C. Cooper,Paperback,4.0,14.28,$,16.0,9780500271254,Reference,dataset/Reference/0000367.jpg
https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/8553/9781855383449.jpg,Introducing Neuro-Linguistic Programming,Joseph O'Connor,Paperback,3.5,12.44,$,16.0,9781855383449,Reference,dataset/Reference/0000368.jpg
